比叡改二,hiei kai ni,mhpalcnpxmgz,150,150,False
榛名改二,haruna kai ni,ilxltdgucgbg,151,151,False
霧島改二,kirishima kai ni,kspwuqsyhipy,152,152,False
大鳳,taihou,ysidnchjxvfc,153,153,False
香取,katori,jtyqmhgstese,154,154,False
伊401,shioi,hmiwrqvijwvv,155,155,False
大鳳改,taihou kai,vsnkqdgtcjbs,156,156,False
龍驤改二,ryuujou kai ni,mslkutojcolj,157,157,False
川内改二,sendai kai ni,qpnrcirsvqcr,158,158,False
神通改二,jintsuu kai ni,xyqotgpmnjih,159,159,False
那珂改二,naka kai ni,lvjcqqulbluo,160,160,False
あきつ丸,akitsumaru,nvnwjedsdgcl,161,161,False
まるゆ,maruyu,joaeulumcgbh,163,163,False
弥生,yayoi,jnvcrrgmtvwl,164,164,False
卯月,uzuki,gjtvekieqatn,165,165,False
あきつ丸改,akitsumaru kai,vxryfhvytcig,166,166,False
磯風,isokaze,bctrxdxrugqp,167,167,False
浦風,urakaze,cmupwurocdpn,168,168,False
谷風,tanikaze,gsrzkautnghc,169,169,False
浜風,hamakaze,rubtymuqfeuq,170,170,False
Bismarck,bismarck,ntmjjittqkcj,171,171,False
Bismarck改,bismarck kai,frkfpymtydmg,172,172,False
Bismarck zwei,bismarck zwei,etxdlqnvwqtx,173,173,False
Z1,z1,pvhdtbuddjhb,174,174,False
Z3,z3,rxzrrkjqvyqy,175,175,False
Prinz Eugen,prinz eugen,shcsmfegtxhf,176,176,False
Prinz Eugen改,prinz eugen kai,cmmiahpwdamx,177,177,False
Bismarck drei,bismarck drei,twvnkvqgyiru,178,178,False
Z1 zwei,z1 zwei,qgkjswznylty,179,179,False
Z3 zwei,z3 zwei,utmejyqmcvbk,180,180,False
天津風,amatsukaze,fdpybckruodj,181,181,False
明石,akashi,kynputhclcdl,182,182,False
大淀,ooyodo,uockopeurqdf,183,183,False
大鯨,taigei,xumujwygrmby,184,184,False
龍鳳,ryuuhou,bfsrsnqivpms,185,185,False
時津風,tokitsukaze,dljghewzktat,186,186,False
明石改,akashi kai,scobmrrdbmsw,187,187,False
利根改二,tone kai ni,rjggwwmmppth,188,188,False
筑摩改二,chikuma kai ni,ilnimhfcivpt,189,189,False
初風,hatsukaze,rwqqgmxpdwbu,190,118,False
伊19,iku,jdsszkolhitg,191,123,False
那智改二,nachi kai ni,bpegnatlfibc,192,192,False
足柄改二,ashigara kai ni,bxbyaifmqdxk,193,193,False
羽黒改二,haguro kai ni,ecwgnneuzbcv,194,194,False
綾波改二,ayanami kai ni,tiqezicxwpry,195,195,False
飛龍改二,hiryuu kai ni,gbxvfsrqbyxg,196,196,False
蒼龍改二,souryuu kai ni,mwlzgwdjlpxx,197,197,False
阿武隈改二,abukuma kai ni,qjkjyqhsvcpx,200,200,False
吹雪改,fubuki kai,dufziinsornt,201,1301,False
白雪改,shirayuki kai,kkpwecgmftci,202,1302,False
初雪改,hatsuyuki kai,sejqtlkfjwkc,203,1303,False
深雪改,miyuki kai,zlshfpystoqp,204,1304,False
叢雲改,murakumo kai,rmcvsljwdyur,205,1305,False
磯波改,isonami kai,olkahitypycq,206,1306,False
綾波改,ayanami kai,sgpilzypnejy,207,1307,False
敷波改,shikinami kai,epjlpvhwcjvw,208,1308,False
金剛改,kongou kai,fxypdctjnicq,209,1309,False
比叡改,hiei kai,iatmdvvwlngq,210,1310,False
榛名改,haruna kai,nolhhoujolpc,211,1311,False
霧島改,kirishima kai,kexwyrcqjxfs,212,1312,False
天龍改,tenryuu kai,wjcrloeyiyxw,213,1313,False
龍田改,tatsuta kai,chmytqkkilrv,214,1314,False
球磨改,kuma kai,mbgjkzlvemui,215,1315,False
多摩改,tama kai,cxhxktltjtbg,216,1316,False
木曾改,kiso kai,gjyqwffsmfgw,217,1317,False
長良改,nagara kai,jmpkkzqwgxtc,218,1318,False
五十鈴改,isuzu kai,espxbipsjiyt,219,1319,False
由良改,yura kai,xtqbjysffsvx,220,1320,False
名取改,natori kai,aqgjvutybsbk,221,1321,False
川内改,sendai kai,zhixojcwijfj,222,1322,False
神通改,jintsuu kai,ncijtxixkghu,223,1323,False
那珂改,naka kai,vxkcklmfevkk,224,1324,False
陽炎改,kagerou kai,ffyychaekjsj,225,1325,False
不知火改,shiranui kai,algyyokhbnwz,226,1326,False
黒潮改,kuroshio kai,qsnkljxqtrgb,227,1327,False
雪風改,yukikaze kai,avfbkpphumso,228,1328,False
島風改,shimakaze kai,cjhtlviffiwb,229,1329,False
朧改,oboro kai,sbdfpooechyn,230,1330,False
曙改,akebono kai,wnocckxgfmnh,231,1331,False
漣改,sazanami kai,xfxhmadcxfdq,232,1332,False
潮改,ushio kai,dpqjexkcixhw,233,1333,False
暁改,akatsuki kai,slzosqvxjxus,234,1334,False
響改,hibiki kai,wpaqzeclspdr,235,1335,False
雷改,ikazuchi kai,eathbqlrqvda,236,1336,False
電改,inazuma kai,bqvrrfdcuvdr,237,1337,False
初春改,hatsuharu kai,tedevipdbvdr,238,1338,False
子日改,nenohi kai,nkrmsykdohgo,239,1339,False
若葉改,wakaba kai,tkcwrodgemlj,240,1340,False
初霜改,hatsushimo kai,woutqrqtdzqi,241,1341,False
白露改,shiratsuyu kai,xcbmsjqrostq,242,1342,False
時雨改,shigure kai,wmskekfmgdio,243,1343,False
村雨改,murasame kai,wvnchfzhekfo,244,1344,False
夕立改,yuudachi kai,wpsyznjwvlmd,245,1345,False
五月雨改,samidare kai,ofneitwqroxe,246,1346,False
涼風改,suzukaze kai,jukighzxmudn,247,1347,False
朝潮改,asashio kai,xbbfxeemifpv,248,1348,False
大潮改,ooshio kai,ngcxxfxovpmn,249,1349,False
満潮改,michishio kai,eypcwtnjgoyb,250,1350,False
荒潮改,arashio kai,pmjnkqodgjpo,251,1351,False
霰改,arare kai,oxttbkywusfp,252,1352,False
霞改,kasumi kai,ohpnwjgzfesg,253,1353,False
睦月改,mutsuki kai,pvomxydmldoi,254,1354,False
如月改,kisaragi kai,lwlmcwxyvcyz,255,1355,False
皐月改,satsuki kai,ttcofyyswaum,256,1356,False
文月改,fumizuki kai,ysgtnamukxoi,257,1357,False
長月改,nagatsuki kai,wrxtfahvtyqi,258,1358,False
菊月改,kikuzuki kai,zrrxemjrtmql,259,1359,False
三日月改,mikazuki kai,sxrrihbkdkjl,260,1360,False
望月改,mochizuki kai,aufduiatycow,261,1361,False
古鷹改,furutaka kai,iolnrzaovbhn,262,1362,False
加古改,kako kai,qsmurjkprhku,263,1363,False
青葉改,aoba kai,udkkmzgsimgq,264,1364,False
妙高改,myoukou kai,fcydxtnwtaon,265,1365,False
那智改,nachi kai,nvftqenyroyu,266,1366,False
足柄改,ashigara kai,bekjyovmrmfd,267,1367,False
羽黒改,haguro kai,uilfcyypnbwm,268,1368,False
高雄改,takao kai,ghgphbvmzjrx,269,1369,False
愛宕改,atago kai,gbkqnzirjyid,270,1370,False
摩耶改,maya kai,ajhdojqfykfu,271,1371,False
鳥海改,choukai kai,nsgytjsjbfdp,272,1372,False
利根改,tone kai,fkatobgcyygb,273,1373,False
筑摩改,chikuma kai,paqnehcojygu,274,1374,False
長門改,nagato kai,szgthkexanxl,275,1375,False
陸奥改,mutsu kai,hujriolkmhzy,276,1376,False
赤城改,akagi kai,gtmwrbaniaud,277,1377,False
加賀改,kaga kai,uuqdlbtrkmvk,278,1378,False
蒼龍改,souryuu kai,mxohelwcpocv,279,1379,False
飛龍改,hiryuu kai,kftqxfempust,280,1380,False
龍驤改,ryuujou kai,wvcpwlwuxwhq,281,1381,False
祥鳳改,shouhou kai,numjsnomjspr,282,1382,False
飛鷹改,hiyou kai,yiwwnppitqpf,283,1383,False
隼鷹改,junyou kai,pwokyefpmqwi,284,1384,False
鳳翔改,houshou kai,xjotoxrgwfrj,285,1385,False
扶桑改,fusou kai,mnkjkgammeds,286,1386,False
山城改,yamashiro kai,bnbdxfioqxtt,287,1387,False
翔鶴改,shoukaku kai,vcftaofxkvgk,288,1388,False
鬼怒改,kinu kai,ikwmknqjpvkg,289,1389,False
阿武隈改,abukuma kai,uuxoixtoemiv,290,1390,False
千歳航改,chitose cvl kai,ufcqfujavyyg,291,1391,False
千代田航改,chiyoda cvl kai,hgitzuyaysvw,292,1392,False
夕張改,yuubari kai,hfhcjjdyqyzn,293,1393,False
舞風改,maikaze kai,ssvrjquubpim,294,1394,False
衣笠改,kinugasa kai,qgkmjgfbanxl,295,1395,False
千歳航改二,chitose cvl kai ni,kavryopoywwx,296,121,False
千代田航改二,chiyoda cvl kai ni,jhefpwucyxiq,297,122,False
初風改,hatsukaze kai,ukwcjqlolezy,300,1396,False
秋雲改,akigumo kai,ijhrnvnbqkmj,301,1397,False
夕雲改,yuugumo kai,bbgkikxppksy,302,1398,False
巻雲改,makigumo kai,gekgxdsvrliq,303,1399,False
長波改,naganami kai,lovstgcfspwr,304,1400,False
阿賀野改,agano kai,cmpqwemjahur,305,1401,False
能代改,noshiro kai,hvnqlrdovfqe,306,1402,False
矢矧改,yahagi kai,acajrnrqxplq,307,1403,False
弥生改,yayoi kai,ozjrctjajnpx,308,1404,False
卯月改,uzuki kai,xwjlobdutrwv,309,1405,False
Z1改,z1 kai,vbuxfozqoemo,310,1406,False
Z3改,z3 kai,vksfcnchqurh,311,1407,False
浜風改,hamakaze kai,ojkgkujsenly,312,1408,False
谷風改,tanikaze kai,jdyqtxzmsyng,313,1409,False
酒匂改,sakawa kai,kbdewgsfrkra,314,1410,False
天津風改,amatsukaze kai,cpcycglgelxd,316,1411,False
浦風改,urakaze kai,exedxncqauws,317,1412,False
龍鳳改,ryuuhou kai,rjtnzguullvo,318,190,False
妙高改二,myoukou kai ni,kadfixosusrf,319,191,False
磯風改,isokaze kai,dyupugfxshtd,320,1413,False
大淀改,ooyodo kai,gixbrtnuabge,321,1414,False
時津風改,tokitsukaze kai,svglgiwjfyxn,322,1415,False
春雨改,harusame kai,cispmgxqaedk,323,1416,False
早霜改,hayashimo kai,uvfgjekdjlcw,324,1417,False
清霜改,kiyoshimo kai,xomrbwrvjwfv,325,1418,False
初春改二,hatsuharu kai ni,xoiprnaxqxbj,326,204,False
朝雲改,asagumo kai,vdieczinfgce,327,1419,False
山雲改,yamagumo kai,pyfdxrfqwldn,328,1420,False
野分改,nowaki kai,qegrehgswrpg,329,1421,False
秋月改,akizuki kai,tubwmcjwtlqx,330,1422,False
天城,amagi,gmlbignzjwmq,331,202,False
葛城,katsuragi,fgyvwqymkekn,332,203,False
U-511改,yuu kai,dfrmfmjvschh,334,1504,False
香取改,katori kai,kexcbmpnmmwv,343,1423,False
朝霜改,asashimo kai,jozbiyweyksl,344,1424,False
高波改,takanami kai,ydsbnsiogwij,345,1425,False
照月改,teruzuki kai,urpnkwaneqfb,346,1426,False
Libeccio改,libeccio kai,rgfuelwdntub,347,1427,False
瑞穂改,mizuho kai,ycgllqsxwdgy,348,1428,False
風雲改,kazagumo kai,gykqxdkfpzih,349,1429,False
海風改,umikaze kai,djszrxlnhbuv,350,1430,False
江風改,kawakaze kai,litugbpkilsf,351,1431,False
速吸改,hayasui kai,niuenzxpukjq,352,1432,False
Graf Zeppelin改,graf zeppelin kai,uljlkucfqqcc,353,1433,False
嵐改,arashi kai,stvkbeqhwmmj,354,1434,False
萩風改,hagikaze kai,vbqucvbohcex,355,1435,False
鹿島改,kashima kai,grgeljjshnfz,356,1436,False
伊168改,imuya kai,dyfnguymthbd,398,1498,False
伊58改,goya kai,hosmgvuzyjlw,399,1499,False
伊8改,hachi kai,fggcskrfkpnr,400,1500,False
伊19改,iku kai,jwrlielrnfpr,401,1501,False
まるゆ改,maruyu kai,nrdgjqcgecmg,402,1502,False
伊401改,shioi kai,tuvoqtqrddem,403,1503,False
雲龍,unryuu,xgoisifuerjd,404,201,False
春雨,harusame,dbtrdgatxdpl,405,205,False
雲龍改,unryuu kai,rqsbaiaqlunp,406,206,False
潮改二,ushio kai ni,fsgwccpesgfh,407,207,False
隼鷹改二,junyou kai ni,yyyfqcpumpxj,408,208,False
早霜,hayashimo,kgwxvcnblfjb,409,209,False
清霜,kiyoshimo,gdbwncyaopob,410,210,False
扶桑改二,fusou kai ni,gmnsxwkdssmj,411,211,False
山城改二,yamashiro kai ni,xjsgvmgfleuu,412,212,False
朝雲,asagumo,xjtxwkwwfdze,413,213,False
山雲,yamagumo,xthvimkarzgq,414,214,False
野分,nowaki,skmmrmdljugc,415,215,False
古鷹改二,furutaka kai ni,vqdgxtrgintc,416,216,False
加古改二,kako kai ni,riiwaegupstv,417,217,False
初霜改二,hatsushimo kai ni,ufgydlyjdaxb,419,219,False
叢雲改二,murakumo kai ni,ugxgvgtjsxud,420,220,False
秋月,akizuki,wkvdcpaogfii,421,221,False
照月,teruzuki,fvcfdjvmxlko,422,222,False
高波,takanami,hvxoppojkyge,424,224,False
朝霜,asashimo,cdsgjcufyxlz,425,225,False
吹雪改二,fubuki kai ni,rtkekdbkqrkg,426,226,False
鳥海改二,choukai kai ni,jcrdsdpsjcgj,427,227,False
摩耶改二,maya kai ni,xljtrrmemnon,428,228,False
天城改,amagi kai,zgscfjpbxnir,429,229,False
葛城改,katsuragi kai,bohmlbbvqtfs,430,230,False
U-511,yuu,ksvosfducgbe,431,231,False
Graf Zeppelin,graf zeppelin,tepoqqczfonx,432,232,False
睦月改二,mutsuki kai ni,idhoawqrgkqh,434,234,False
如月改二,kisaragi kai ni,ygqdfllpkbee,435,235,False
呂500,ro,wnibjvejengh,436,236,False
暁改二,akatsuki kai ni,gzerqivthcrd,437,237,False
Littorio,littorio,hkhkiqkleprp,441,241,False
Roma,roma,gyywcqqfnjkc,442,242,False
Libeccio,libeccio,nsutzbtifaji,443,243,False
秋津洲,akitsushima,oswtwcbzgbfm,445,245,False
Italia,italia,feyfhhruhjse,446,246,False
Roma改,roma kai,yfpnftpuwkrx,447,247,False
秋津洲改,akitsushima kai,wwqmolrsxfvz,450,250,False
瑞穂,mizuho,zqwwomufsbpq,451,251,False
風雲,kazagumo,xooelfidumnp,453,253,False
嵐,arashi,nguivbnbevwd,454,254,False
萩風,hagikaze,xxbsgzxwjqxh,455,255,False
海風,umikaze,rnmsjjndxlgj,458,258,False
江風,kawakaze,jdpiljspxgpz,459,259,False
速吸,hayasui,ajggcaaaocgh,460,260,False
翔鶴改二,shoukaku kai ni,hpxsthymxmki,461,261,False
瑞鶴改二,zuikaku kai ni,giytrybpknos,462,262,False
鹿島,kashima,nwiyrjfnqvuz,465,265,False
翔鶴改二甲,shoukaku kai ni kou,ekuxnovhattm,466,266,False
瑞鶴改二甲,zuikaku kai ni kou,qgrxbhuvtrbf,467,267,False
駆逐イ級,DD I-class,mtjmdcwtvhdr,501,0,True
駆逐ロ級,DD Ro-class,pbgkfylkbjuy,502,0,True
駆逐ハ級,DD Ha-class,pcumlrymlujh,503,0,True
駆逐ニ級,DD Ni-class,itbrdpdbkynm,504,0,True
軽巡ホ級,CL Ho-class,itslcqtmrxtf,505,0,True
軽巡ヘ級,CL He-class,wuhnhojjxmke,506,0,True
軽巡ト級,CL To-class,xlqcmisdyfiu,507,0,True
雷巡チ級,CLT Chi-class,mcouotbbbzpx,508,0,True
重巡リ級,CA Ri-class,iwztvmesrrju,509,0,True
軽母ヌ級,CVL Nu-class,slxvncxmexin,510,0,True
戦艦ル級,BB Ru-class,pijdvoaebmxm,511,0,True
空母ヲ級,CV Wo-class,yalxvbxgbojg,512,0,True
輸送ワ級,Transport Wa-class,mednanfcfkil,513,0,True
駆逐イ級 Elite,DD I-class Elite,eusutfvohllh,514,0,True
駆逐ロ級 Elite,DD Ro-class Elite,tizkiyetefqx,515,0,True
駆逐ハ級 Elite,DD Ha-class Elite,ycjcuuqbxywj,516,0,True
駆逐ニ級 Elite,DD Ni-class Elite,zujcpyhiwhfk,517,0,True
軽巡ホ級 Elite,CL Ho-class Elite,nylazbctwxxb,518,0,True
軽巡ヘ級 Elite,CL He-class Elite,thxxajqkbcea,519,0,True
軽巡ト級 Elite,CL To-class Elite,vxeposgfnulm,520,0,True
雷巡チ級 Elite,CLT Chi-class Elite,kkdcshdnoqvd,521,0,True
重巡リ級 Elite,CA Ri-class Elite,jgdkktwkyoep,522,0,True
軽母ヌ級 Elite,CVL Nu-class Elite,glsvfugrtdlv,523,0,True
戦艦ル級 Elite,BB Ru-class Elite,jnaynrbswxny,524,0,True
空母ヲ級 Elite,CV Wo-class Elite,lreivfnxjfik,525,0,True
輸送ワ級 Elite,Transport Wa-class Elite,nfbfnyqdswvz,526,0,True
重巡リ級 Flagship,CA Ri-class Flagship,cdgslqaonpst,527,0,True
空母ヲ級 Flagship,CV Wo-class Flagship,kcjagtsviiyn,528,0,True
戦艦ル級 Flagship,BB Ru-class Flagship,crlyrpscrtad,529,0,True
潜水カ級,SS Ka-class,zsrtdiesnmum,530,0,True
潜水ヨ級,SS Yo-class,jyofolfguclj,531,0,True
潜水カ級 Elite,SS Ka-class Elite,ebutrlbzkktc,532,0,True
潜水ヨ級 Elite,SS Yo-class Elite,ppdicscudnmo,533,0,True
潜水カ級 Flagship,SS Ka-class Flagship,duwuexijckgq,534,0,True
潜水ヨ級 Flagship,SS Yo-class Flagship,nvaipajbkgjn,535,0,True
浮遊要塞,Floating Fortress,cchowgdxysfu,536,0,True
浮遊要塞,Floating Fortress,matbibgdovof,537,0,True
浮遊要塞,Floating Fortress,murfwykjiuog,538,0,True
泊地棲鬼,Anchorage Demon,cyfiwlhsgdji,539,0,True
泊地棲姫,Anchorage Princess,vewvgeiqybub,540,0,True
戦艦タ級,BB Ta-class,mqzxufdjdjju,541,0,True
戦艦タ級 Elite,BB Ta-class Elite,whhduavjmdki,542,0,True
戦艦タ級 Flagship,BB Ta-class Flagship,zpzqybyepyte,543,0,True
装甲空母鬼,Armored Carrier Demon,jndnkhfjvnjo,544,0,True
装甲空母姫,Armored Carrier Princess,pnvdeewbfyfh,545,0,True
南方棲鬼,Southern Demon,jcgarujexcrf,546,0,True
南方棲戦鬼,Southern War Demon,jmlbqlrnajyq,547,0,True
南方棲戦姫,Southern War Princess,vooogzpoblwf,548,0,True
護衛要塞,Escort Fortress,bwlykdyyjurx,549,0,True
護衛要塞,Escort Fortress,fhjnljxxjpmk,550,0,True
護衛要塞,Escort Fortress,nmwnyjyfezro,551,0,True
駆逐ロ級 Flagship,DD Ro-class Flagship,szdhvxpyljqe,552,0,True
駆逐ハ級 Flagship,DD Ha-class Flagship,jhjcroxdngqe,553,0,True
軽巡ホ級 Flagship,CL Ho-class Flagship,afrplxszsxit,554,0,True
軽巡ヘ級 Flagship,CL He-class Flagship,eswghzpycwxb,555,0,True
飛行場姫,Airfield Princess,qtygozpoceew,556,0,True
戦艦棲姫,Battleship Princess,glghkfswtxet,557,0,True
輸送ワ級 Flagship,Transport Wa-class Flagship,okkjcahxfltg,558,0,True
雷巡チ級 Flagship,CLT Chi-class Flagship,cojscoppbivn,559,0,True
軽母ヌ級 Flagship,CVL Nu-class Flagship,pcmfcidohwga,560,0,True
戦艦レ級,BB Re-class,tkcshwnsnsqr,561,0,True
戦艦レ級 Elite,BB Re-class Elite,yrdhekgqgxtg,562,0,True
駆逐イ級 Flagship,DD I-class Flagship,skifghbnovxl,564,0,True
空母ヲ級改 Flagship,CV Wo-class Kai Flagship,ckbtgxrnjvof,565,0,True
重巡リ級改 Flagship,CA Ri-class Kai Flagship,lfpzrcpfngkf,566,0,True
戦艦ル級改 Flagship,BB Ru-class Kai Flagship,qyfevgdqedyw,567,0,True
潜水ソ級,SS So-class,qfwkvipzxqey,570,0,True
潜水ソ級 Elite,SS So-class Elite,gnnicfxddgut,571,0,True
潜水ソ級 Flagship,SS So-class Flagship,obxvexpgyajg,572,0,True
港湾棲姫,Harbor Princess,mvqfkxbebqob,573,0,True
離島棲鬼,Isolated Island Demon,ihfrerqprpro,574,0,True
駆逐イ級後期型,DD I-class Late Model,dsdrpxrroksm,575,0,True
駆逐ロ級後期型,DD Ro-class Late Model,wnftypfgkdkr,576,0,True
駆逐ハ級後期型,DD Ha-class Late-Model,icwosohxkvbd,577,0,True
駆逐ニ級後期型,DD Ni-class Late Model,ohcikvnwgsuh,578,0,True
空母ヲ級 Flagship,CV Wo-class Flagship,lhdxfbtoyfer,579,0,True
